"Date","Price","Open","High","Low","Vol.","Change %"
"01/01/2021","3,483.07","3,474.68","3,637.10","3,446.55","663.96B","0.29%"
"12/01/2020","3,473.07","3,388.99","3,474.92","3,325.17","644.51B","2.40%"
"11/01/2020","3,391.76","3,228.72","3,456.74","3,209.91","568.06B","5.19%"
"10/01/2020","3,224.53","3,262.61","3,371.09","3,219.42","303.70B","0.20%"
"09/01/2020","3,218.05","3,389.74","3,425.63","3,202.34","490.62B","-5.23%"
"08/01/2020","3,395.68","3,332.18","3,456.72","3,263.27","735.91B","2.59%"
"07/01/2020","3,310.01","2,991.18","3,458.79","2,984.98","1,024.50B","10.90%"
"06/01/2020","2,984.67","2,871.96","2,990.83","2,871.96","469.98B","4.64%"
"05/01/2020","2,852.35","2,831.63","2,914.28","2,802.47","370.37B","-0.27%"
"04/01/2020","2,860.08","2,743.54","2,865.59","2,719.90","471.04B","3.99%"
"03/01/2020","2,750.30","2,899.31","3,074.26","2,646.80","698.95B","-4.51%"
"02/01/2020","2,880.30","2,716.70","3,058.90","2,685.27","653.70B","-3.23%"
"01/01/2020","2,976.53","3,066.34","3,127.17","2,955.35","387.34B","-2.41%"
"12/01/2019","3,050.12","2,874.45","3,051.68","2,857.32","412.77B","6.20%"
"11/01/2019","2,871.98","2,924.34","3,008.31","2,858.58","304.50B","-1.95%"
"10/01/2019","2,929.06","2,905.76","3,026.38","2,891.54","263.52B","0.82%"
"09/01/2019","2,905.19","2,886.94","3,042.93","2,883.68","394.69B","0.66%"
"08/01/2019","2,886.24","2,920.85","2,927.34","2,733.92","369.45B","-1.58%"
"07/01/2019","2,932.51","3,024.62","3,048.48","2,879.69","371.85B","-1.56%"
"06/01/2019","2,978.88","2,901.74","3,012.83","2,822.19","397.47B","2.77%"
"05/01/2019","2,898.70","2,984.73","2,986.54","2,833.04","446.51B","-5.84%"
"04/01/2019","3,078.34","3,111.66","3,288.45","3,050.03","748.71B","-0.40%"
"03/01/2019","3,090.76","2,954.40","3,129.94","2,930.83","869.19B","5.09%"
"02/01/2019","2,940.95","2,597.78","2,997.49","2,590.55","442.18B","13.79%"
"01/01/2019","2,584.57","2,497.88","2,630.32","2,440.91","338.56B","3.64%"
"12/01/2018","2,493.90","2,647.13","2,666.08","2,462.84","257.51B","-3.64%"
"11/01/2018","2,588.19","2,617.03","2,703.51","2,555.32","405.28B","-0.56%"
"10/01/2018","2,602.78","2,768.21","2,771.94","2,449.20","274.04B","-7.75%"
"09/01/2018","2,821.35","2,716.40","2,827.34","2,644.30","214.84B","3.53%"
"08/01/2018","2,725.25","2,882.51","2,897.40","2,653.11","282.14B","-5.25%"
"07/01/2018","2,876.40","2,841.58","2,915.30","2,691.02","304.91B","1.02%"
"06/01/2018","2,847.42","3,084.75","3,128.72","2,782.38","262.40B","-8.01%"
"05/01/2018","3,095.47","3,087.41","3,219.74","3,041.00","297.93B","0.43%"
"04/01/2018","3,082.23","3,169.78","3,220.85","3,041.63","269.90B","-2.73%"
"03/01/2018","3,168.90","3,235.09","3,333.88","3,091.46","370.41B","-2.78%"
"02/01/2018","3,259.41","3,478.67","3,495.09","3,062.74","288.90B","-6.36%"
"01/01/2018","3,480.83","3,314.03","3,587.03","3,314.03","479.78B","5.25%"
"12/01/2017","3,307.17","3,315.10","3,324.52","3,254.18","294.12B","-0.30%"
"11/01/2017","3,317.19","3,393.97","3,450.49","3,300.78","398.24B","-2.24%"
"10/01/2017","3,393.34","3,403.25","3,421.10","3,357.28","270.67B","1.33%"
"09/01/2017","3,348.94","3,365.99","3,391.64","3,332.60","423.26B","-0.35%"
"08/01/2017","3,360.81","3,274.37","3,376.65","3,200.75","505.99B","2.68%"
"07/01/2017","3,273.03","3,192.00","3,276.95","3,139.50","418.76B","2.52%"
"06/01/2017","3,192.43","3,108.42","3,193.46","3,078.79","320.47B","2.41%"
"05/01/2017","3,117.18","3,147.23","3,154.78","3,016.53","322.80B","-1.19%"
"04/01/2017","3,154.66","3,235.66","3,295.19","3,097.33","378.95B","-2.11%"
"03/01/2017","3,222.51","3,240.07","3,283.24","3,193.16","411.76B","-0.59%"
"02/01/2017","3,241.73","3,160.08","3,264.08","3,132.03","339.80B","2.61%"
"01/01/2017","3,159.17","3,105.31","3,174.58","3,044.29","275.95B","1.79%"
"12/01/2016","3,103.64","3,257.03","3,279.71","3,068.42","396.59B","-4.50%"
"11/01/2016","3,250.03","3,101.66","3,301.21","3,094.10","520.08B","4.82%"
"10/01/2016","3,100.49","3,020.46","3,137.03","3,014.62","278.31B","3.19%"
"09/01/2016","3,004.70","3,083.96","3,105.68","2,969.13","279.58B","-2.62%"
"08/01/2016","3,085.49","2,971.95","3,140.44","2,931.96","395.62B","3.56%"
"07/01/2016","2,979.34","2,931.80","3,069.05","2,922.52","401.17B","1.70%"
"06/01/2016","2,929.61","2,917.15","2,945.94","2,807.60","317.59B","0.45%"
"05/01/2016","2,916.62","2,940.39","3,004.42","2,780.76","285.38B","-0.74%"
"04/01/2016","2,938.32","2,997.09","3,097.16","2,905.05","378.70B","-2.18%"
"03/01/2016","3,003.92","2,688.38","3,028.32","2,668.76","508.46B","11.75%"
"02/01/2016","2,687.98","2,730.98","2,933.96","2,638.96","301.33B","-1.81%"
"01/01/2016","2,737.60","3,536.59","3,538.69","2,638.30","400.78B","-22.65%"
"12/01/2015","3,539.18","3,442.44","3,684.57","3,399.28","536.82B","2.72%"
"11/01/2015","3,445.40","3,337.58","3,678.27","3,302.18","706.58B","1.86%"
"10/01/2015","3,382.56","3,156.07","3,457.52","3,133.13","545.26B","10.80%"
"09/01/2015","3,052.78","3,157.83","3,256.74","2,983.54","536.25B","-4.78%"
"08/01/2015","3,205.99","3,614.99","4,006.34","2,850.71","871.93B","-12.49%"
"07/01/2015","3,663.73","4,214.15","4,317.05","3,373.54","1,319.36B","-14.34%"
"06/01/2015","4,277.22","4,633.10","5,178.19","3,847.88","1,287.06B","-7.25%"
"05/01/2015","4,611.74","4,441.34","4,986.50","4,099.04","1,066.49B","3.83%"
"04/01/2015","4,441.66","3,748.34","4,572.39","3,742.21","1,267.74B","18.51%"
"03/01/2015","3,747.90","3,332.72","3,835.57","3,198.37","944.25B","13.22%"
"02/01/2015","3,310.30","3,148.14","3,324.55","3,049.11","361.56B","3.11%"
"01/01/2015","3,210.36","3,258.63","3,406.79","3,095.07","703.74B","-0.75%"
